Province,City,Area
SUMATERA SELATAN,MUARA DUA,MEKAKAU ILIR
SUMATERA SELATAN,MUARA DUA,MUARADUA KISAM
SUMATERA SELATAN,MUARA DUA,PULAU BERINGIN
SUMATERA SELATAN,MUARA DUA,RUNJUNG AGUNG
SUMATERA SELATAN,MUARA DUA,SIMPANG
SUMATERA SELATAN,MUARA DUA,SINDANG DANAU
SUMATERA SELATAN,MUARA DUA,SUNGAI ARE
SUMATERA SELATAN,MUARA DUA,TIGA DIHAJI
SUMATERA SELATAN,MUARA DUA,WARKUK RANAU SELATAN
KALIMANTAN TIMUR,MUARA BADAK,MARANG KAYU
JAWA TENGAH,MUNGKID,KAJORAN-MUG
JAWA TENGAH,MUNGKID,NGLUWAR-MUG
SUMATERA BARAT,LIMAPULUH KOTA,GUNUNG MAS
SUMATERA BARAT,LIMAPULUH KOTA,HARAU
SUMATERA BARAT,LIMAPULUH KOTA,KAPUR SEMBILAN
SUMATERA BARAT,LIMAPULUH KOTA,LAREH SAGO HALABAN
SUMATERA BARAT,LIMAPULUH KOTA,LUHAK
SUMATERA BARAT,LIMAPULUH KOTA,MUNGKA
SUMATERA BARAT,LIMAPULUH KOTA,PANGKALAN KOTO BARU
SUMATERA BARAT,LIMAPULUH KOTA,LIMA NAGARI
SUMATERA BARAT,LIMAPULUH KOTA,PAYAKUMBUH
SUMATERA BARAT,LIMAPULUH KOTA,SULIKI
SUMATERA UTARA,NIAS UTARA,ALASA
SUMATERA UTARA,NIAS UTARA,ALASA TALUMUZOI
SUMATERA UTARA,NIAS UTARA,LAHEWA
SUMATERA UTARA,NIAS UTARA,LOTU
SUMATERA UTARA,NIAS UTARA,NAMOHALU ESIWA
SUMATERA UTARA,NIAS UTARA,SAWO
SUMATERA UTARA,NIAS UTARA,SITOLU ARI
SUMATERA UTARA,NIAS UTARA,TUGALA OYO
SUMATERA UTARA,NIAS UTARA,TUHEMBERUA
SUMATERA BARAT,PASAMAN,BONJOL
SUMATERA BARAT,PASAMAN,DUO KOTO
SUMATERA BARAT,PASAMAN,MAPAT TUNGGUL
SUMATERA BARAT,PASAMAN,MAPAT TUNGGUL SELATAN
SUMATERA BARAT,PASAMAN,PADANG GELUGUR
SUMATERA BARAT,PASAMAN,PANTI-LSG
SUMATERA BARAT,PASAMAN,RAO
SUMATERA BARAT,PASAMAN,RAO SELATAN
SUMATERA BARAT,PASAMAN,RAO UTARA
SUMATERA BARAT,PASAMAN,SIMPANG ALAHAN MATI
SUMATERA BARAT,PASAMAN,TIGO NAGARI
NANGGROE ACEH DARUSSALAM,LHOKSUKON,MUARA BATU
NANGGROE ACEH DARUSSALAM,LHOKSUKON,SAMUDERA
NANGGROE ACEH DARUSSALAM,LHOKSUKON,TANAH JAMBO AYE
NANGGROE ACEH DARUSSALAM,LHOKSUKON,SYAMTALIRA BAYU
NANGGROE ACEH DARUSSALAM,LHOKSUKON,BAKTIYA
NANGGROE ACEH DARUSSALAM,LHOKSUKON,BAKTIYA BARAT
NANGGROE ACEH DARUSSALAM,LHOKSUKON,BANDA BARU
NANGGROE ACEH DARUSSALAM,LHOKSUKON,COT GIREK
NANGGROE ACEH DARUSSALAM,LHOKSUKON,GEUREDONG PASE
NANGGROE ACEH DARUSSALAM,LHOKSUKON,KUTA MAKMUR
NANGGROE ACEH DARUSSALAM,LHOKSUKON,LANGKAHAN
NANGGROE ACEH DARUSSALAM,LHOKSUKON,LAPANG
NANGGROE ACEH DARUSSALAM,LHOKSUKON,MATANGKULI
NANGGROE ACEH DARUSSALAM,LHOKSUKON,MEURAH MULIA
NANGGROE ACEH DARUSSALAM,LHOKSUKON,NISAM
NANGGROE ACEH DARUSSALAM,LHOKSUKON,NISAM ANTARA
NANGGROE ACEH DARUSSALAM,LHOKSUKON,PAYA BAKONG
NANGGROE ACEH DARUSSALAM,LHOKSUKON,PIRAK TIMUR
NANGGROE ACEH DARUSSALAM,LHOKSUKON,SAWANG-LSN
NANGGROE ACEH DARUSSALAM,LHOKSUKON,SEUNUDDON
NANGGROE ACEH DARUSSALAM,LHOKSUKON,SIMPANG KRAMAT
NANGGROE ACEH DARUSSALAM,LHOKSUKON,SYAMTALIRA ARON
NANGGROE ACEH DARUSSALAM,LHOKSUKON,TANAH LUAS
NANGGROE ACEH DARUSSALAM,LHOKSUKON,TANAH PASIR
LAMPUNG,LAMPUNG BARAT,BALIK BUKIT
LAMPUNG,LAMPUNG BARAT,BATU BRAK
LAMPUNG,LAMPUNG BARAT,BELALAU
LAMPUNG,LAMPUNG BARAT,SEKINCAU
LAMPUNG,LAMPUNG BARAT,SUKAU
LAMPUNG,LAMPUNG BARAT,SUMBER JAYA
LAMPUNG,LAMPUNG BARAT,SUOH
LAMPUNG,LAMPUNG BARAT,WAY TENONG
LAMPUNG,LAMPUNG BARAT,AIR HITAM-LWA
LAMPUNG,LAMPUNG BARAT,BANDAR NEGERI SUOH
LAMPUNG,LAMPUNG BARAT,BATU KETULIS
LAMPUNG,LAMPUNG BARAT,KEBUN TEBU
LAMPUNG,LAMPUNG BARAT,LUMBOK SEMINUNG
LAMPUNG,LAMPUNG BARAT,PAGAR DEWA-LWA
MALUKU UTARA,HALMAHERA TIMUR,KOTA MABA
MALUKU UTARA,HALMAHERA TIMUR,MABA
MALUKU UTARA,HALMAHERA TIMUR,MABA SELATAN
MALUKU UTARA,HALMAHERA TIMUR,MABA UTARA
MALUKU UTARA,HALMAHERA TIMUR,WASILE
MALUKU UTARA,HALMAHERA TIMUR,WASILE SELATAN
MALUKU UTARA,HALMAHERA TIMUR,WASILE TENGAH
MALUKU UTARA,HALMAHERA TIMUR,WASILE TIMUR
MALUKU UTARA,HALMAHERA TIMUR,WASILE UTARA
SULAWESI SELATAN,TANA TORAJA,BITTUANG
SULAWESI SELATAN,TANA TORAJA,BONGGAKARADENG
SULAWESI SELATAN,TANA TORAJA,GANDANG BATU SILLANAN
SULAWESI SELATAN,TANA TORAJA,KURRA
SULAWESI SELATAN,TANA TORAJA,MAKALE
SULAWESI SELATAN,TANA TORAJA,MAKALE SELATAN
SULAWESI SELATAN,TANA TORAJA,MAKALE UTARA
SULAWESI SELATAN,TANA TORAJA,MALIMBONG BALEPE
SULAWESI SELATAN,TANA TORAJA,MASANDA
SULAWESI SELATAN,TANA TORAJA,MENGKENDEK
SULAWESI SELATAN,TANA TORAJA,RANO
KALIMANTAN SELATAN,TANAH BUMBU,KUSAN HILIR
KALIMANTAN SELATAN,TANAH BUMBU,KUSAN HULU
KALIMANTAN SELATAN,TANAH BUMBU,ANGSANA-BLN
KALIMANTAN SELATAN,TANAH BUMBU,MANTEWE
KALIMANTAN SELATAN,TANAH BUMBU,SATUI
KALIMANTAN SELATAN,TANAH BUMBU,SUNGAI LOBAN
NANGGROE ACEH DARUSSALAM,ACEH BARAT DAYA,BABAH ROT
NANGGROE ACEH DARUSSALAM,ACEH BARAT DAYA,JEUMPA-BLP
NANGGROE ACEH DARUSSALAM,ACEH BARAT DAYA,KUALA BATEE
NANGGROE ACEH DARUSSALAM,ACEH BARAT DAYA,LEMBAH SABIL
NANGGROE ACEH DARUSSALAM,ACEH BARAT DAYA,MANGGENG
NANGGROE ACEH DARUSSALAM,ACEH BARAT DAYA,SETIA
NANGGROE ACEH DARUSSALAM,ACEH BARAT DAYA,SUSOH
NANGGROE ACEH DARUSSALAM,ACEH BARAT DAYA,TANGAN-TANGAN
RIAU,KAMPAR,BANGKINANG
RIAU,KAMPAR,BANGKINANG BARAT
RIAU,KAMPAR,BANGKINANG SEBERANG
RIAU,KAMPAR,KAMPAR
RIAU,KAMPAR,KAMPAR KIRI
RIAU,KAMPAR,KAMPAR KIRI HILIR
RIAU,KAMPAR,KAMPAR KIRI HULU
RIAU,KAMPAR,KAMPAR KIRI TENGAH
RIAU,KAMPAR,KAMPAR TIMUR
RIAU,KAMPAR,KAMPAR UTARA
RIAU,KAMPAR,PERHENTIAN RAJA
RIAU,KAMPAR,RUMBIO JAYA
RIAU,KAMPAR,SALO
RIAU,KAMPAR,SIAK HULU
RIAU,KAMPAR,TAMBANG
RIAU,KAMPAR,TAPUNG HILIR
RIAU,KAMPAR,TAPUNG HULU
RIAU,KAMPAR,XIII KOTO KAMPAR
RIAU,KAMPAR,KOTO HAMPAR HULU
BALI,BANGLI,KINTAMANI
BALI,BANGLI,SUSUT
BALI,BANGLI,TEMBUKU
PAPUA,BOVEN DIGOEL,AMBATKWI
PAPUA,BOVEN DIGOEL,ARIMOP
PAPUA,BOVEN DIGOEL,BOMAKIA
PAPUA,BOVEN DIGOEL,FOFI
PAPUA,BOVEN DIGOEL,INIYANDIT
PAPUA,BOVEN DIGOEL,JAIR
PAPUA,BOVEN DIGOEL,KOMBUT
PAPUA,BOVEN DIGOEL,KOUH
PAPUA,BOVEN DIGOEL,MANDOBO
PAPUA,BOVEN DIGOEL,MANGGELUM
PAPUA,BOVEN DIGOEL,MINDIPTANA
PAPUA,BOVEN DIGOEL,SUBUR
PAPUA,BOVEN DIGOEL,WAROPKO
PAPUA,BOVEN DIGOEL,YANIRUMA
PAPUA,BOVEN DIGOEL,KIA
PAPUA,BOVEN DIGOEL,KOMBAY
PAPUA,BOVEN DIGOEL,NINATI
PAPUA,BOVEN DIGOEL,SESNUK
JAWA TENGAH,BREBES,BULAKAMBA
JAWA TENGAH,BREBES,JATIBARANG-BRB
JAWA TENGAH,BREBES,LOSARI-BRB
JAWA TENGAH,BREBES,SONGGOM
JAWA TENGAH,BREBES,TANJUNG-BRB
JAWA TENGAH,BREBES,WANASARI
SULAWESI SELATAN,BANTAENG,BANTAENG
SULAWESI SELATAN,BANTAENG,EMERASA
SULAWESI SELATAN,BANTAENG,GANTARANG KEKE
SULAWESI SELATAN,BANTAENG,PAJUKUJANG
SULAWESI SELATAN,BANTAENG,SINOA
SULAWESI SELATAN,BANTAENG,TOMPOBULU-BXG
SULAWESI SELATAN,BANTAENG,ULUERE
KALIMANTAN TIMUR,BONTANG,BONTANG BARAT
KALIMANTAN TIMUR,BONTANG,BONTANG SELATAN
KALIMANTAN TIMUR,BONTANG,BONTANG UTARA
SULAWESI SELATAN,BULUKUMBA,BONTO BAHARI
SULAWESI SELATAN,BULUKUMBA,BONTOTIRO
SULAWESI SELATAN,BULUKUMBA,BULUKUMBA
SULAWESI SELATAN,BULUKUMBA,HERO LANGE-LANGE
SULAWESI SELATAN,BULUKUMBA,KAJANG
SULAWESI SELATAN,BULUKUMBA,KINDANG
SULAWESI SELATAN,BULUKUMBA,RILAU ALE
SULAWESI SELATAN,BULUKUMBA,UJUNG BULU
SULAWESI SELATAN,BULUKUMBA,UJUNG LOE
JAWA TENGAH,BOYOLALI,SELO
JAWA TENGAH,BOYOLALI,AMPEL
JAWA TENGAH,BOYOLALI,CEPOGO
JAWA TENGAH,BOYOLALI,MUSUK
JAWA TENGAH,BOYOLALI,MOJOSONGO
JAWA TENGAH,BOYOLALI,TERAS
JAWA TENGAH,BOYOLALI,SAWIT
JAWA TENGAH,BOYOLALI,BANYUDONO
JAWA TENGAH,BOYOLALI,SAMBI
JAWA TENGAH,BOYOLALI,NGEMPLAK-BYL
JAWA TENGAH,BOYOLALI,NOGOSARI
JAWA TENGAH,BOYOLALI,SIMO
JAWA TENGAH,BOYOLALI,KARANGGEDE
JAWA TENGAH,BOYOLALI,ANDONG
JAWA TENGAH,BOYOLALI,KEMUSU
JAWA TENGAH,BOYOLALI,WONOSEGORO
JAWA TENGAH,BOYOLALI,JUWANGI
SUMATERA BARAT,TANAH DATAR,BATIPUH
SUMATERA BARAT,TANAH DATAR,BATIPUH SELATAN
SUMATERA BARAT,TANAH DATAR,LIMA KAUM
SUMATERA BARAT,TANAH DATAR,LINTAU BUO
SUMATERA BARAT,TANAH DATAR,LINTAU BUO UTARA
SUMATERA BARAT,TANAH DATAR,PADANG GANTING
SUMATERA BARAT,TANAH DATAR,RAMBATAN
SUMATERA BARAT,TANAH DATAR,SALIMPAUNG
SUMATERA BARAT,TANAH DATAR,SEPULUH KOTO
SUMATERA BARAT,TANAH DATAR,SUNGAI TARAB
SUMATERA BARAT,TANAH DATAR,SUNGAYANG
SUMATERA BARAT,TANAH DATAR,TANJUNG BARU
SUMATERA BARAT,TANAH DATAR,TANJUNG EMAS
JAWA TIMUR,CARUBAN,BALEREJO
JAWA TIMUR,CARUBAN,DAGANGAN
JAWA TIMUR,CARUBAN,DOLOPO
JAWA TIMUR,CARUBAN,GEGER-CAB
JAWA TIMUR,CARUBAN,KARE
JAWA TIMUR,CARUBAN,KEBONSARI
JAWA TIMUR,CARUBAN,WUNGU
JAWA TIMUR,CARUBAN,GEMARANG
JAWA TIMUR,CARUBAN,MEJAYAN
JAWA TIMUR,CARUBAN,PILANGKENCENG
JAWA TIMUR,CARUBAN,SARADAN
JAWA TIMUR,CARUBAN,WONOSARI-CAB
BANTEN,CIPUTAT,CIPUTAT
BANTEN,CIPUTAT,SERPONG
BANTEN,CIPUTAT,PAMULANG
BANTEN,CIPUTAT,SERPONG UTARA
BANTEN,CIPUTAT,PONDOK AREN
BANTEN,CIPUTAT,CIPUTAT TIMUR
JAWA BARAT,CIANJUR,CIRANJANG
JAWA BARAT,CIANJUR,BOJONG PICUNG
JAWA BARAT,CIANJUR,KARANG TENGAH-CJR
JAWA BARAT,CIANJUR,MANDE
JAWA BARAT,CIANJUR,SUKALUYU
JAWA BARAT,CIANJUR,CIKALONG KULON
JAWA BARAT,CIANJUR,HAURWANGI
JAWA BARAT,CIANJUR,LELES-CJR
JAWA BARAT,CIANJUR,SUKANAGARA
JAWA BARAT,CIANJUR,CAMPAKA-CJR
BENGKULU,LEBONG,AMEN
BENGKULU,LEBONG,BINGIN KUNING
BENGKULU,LEBONG,LEBONG SAKTI
BENGKULU,LEBONG,PADANG BANO
BENGKULU,LEBONG,PELABAI
BENGKULU,LEBONG,PINANG BELAPIS
BENGKULU,LEBONG,TOPOS
BENGKULU,LEBONG,URAM JAYA
GORONTALO,KAB.GORONTALO,ASPARAGA-LBO
GORONTALO,KAB.GORONTALO,BATUDAA-LBO
GORONTALO,KAB.GORONTALO,BATUDAA PANTAI-LBO
GORONTALO,KAB.GORONTALO,BILUHU
GORONTALO,KAB.GORONTALO,BOLIOHUTO
GORONTALO,KAB.GORONTALO,MOOTILANGO-LBO
GORONTALO,KAB.GORONTALO,PULUBALA-LBO
GORONTALO,KAB.GORONTALO,TABONGO-LBO
GORONTALO,KAB.GORONTALO,TELAGA BIRU-LBO
GORONTALO,KAB.GORONTALO,TIBAWA-LBO
GORONTALO,KAB.GORONTALO,TILANGO-LBO
GORONTALO,KAB.GORONTALO,TOLANGOHULA-LBO
GORONTALO,KAB.GORONTALO,BILATO
GORONTALO,KAB.GORONTALO,DUNGALIYO
GORONTALO,KAB.GORONTALO,TELAGA
NUSA TENGGARA TIMUR,LEWOLEBA,ATADEI
NUSA TENGGARA TIMUR,LEWOLEBA,BUYASURI
NUSA TENGGARA TIMUR,LEWOLEBA,ILE APE
NUSA TENGGARA TIMUR,LEWOLEBA,ILE APE TIMUR
NUSA TENGGARA TIMUR,LEWOLEBA,LEBATUKAN
NUSA TENGGARA TIMUR,LEWOLEBA,NAGAWUTUNG
NUSA TENGGARA TIMUR,LEWOLEBA,OMESURI
NUSA TENGGARA TIMUR,LEWOLEBA,WULANDONI
SULAWESI TENGGARA,LANGARA,WAWONII BARAT
SULAWESI TENGGARA,LANGARA,WAWONII SELATAN
SULAWESI TENGGARA,LANGARA,WAWONII TENGAH
SULAWESI TENGGARA,LANGARA,WAWONII TIMUR
SULAWESI TENGGARA,LANGARA,WAWONII UTARA
SULAWESI TENGGARA,LANGARA,WAWONI TENGGARA
SULAWESI TENGGARA,LANGARA,WAWONI TIMUR LAUT
MALUKU,MALUKU TENGGARA,KEI BESAR
MALUKU,MALUKU TENGGARA,KEI BESAR SELATAN
MALUKU,MALUKU TENGGARA,KEI BESAR UTARA TIMUR
MALUKU,MALUKU TENGGARA,KEI KECIL
MALUKU,MALUKU TENGGARA,KEI KECIL BARAT
MALUKU,MALUKU TENGGARA,HOAT SORBAY
MALUKU,MALUKU TENGGARA,KEI KECIL TIMUR SELATAN
MALUKU,MALUKU TENGGARA,KEI BESAR SELATAN BARAT
MALUKU,MALUKU TENGGARA,KEI BESAR UTARA BARAT
MALUKU,MALUKU TENGGARA,MANYEUW
SUMATERA UTARA,NIAS BARAT,LOLOFITU MOI
SUMATERA UTARA,NIAS BARAT,MANDREHE
SUMATERA UTARA,NIAS BARAT,MANDREHE BARAT
SUMATERA UTARA,NIAS BARAT,MANDREHE UTARA
SUMATERA UTARA,NIAS BARAT,MORO O
SUMATERA UTARA,NIAS BARAT,SIROMBU
SUMATERA UTARA,NIAS BARAT,ULU MORO O
SUMATERA UTARA,NIAS BARAT,LAHOMI
SUMATERA UTARA,NIAS BARAT,BAWOLATO
SUMATERA UTARA,NIAS BARAT,BOTOMUZOI
SUMATERA UTARA,NIAS BARAT,HILI SERANGKAI
SUMATERA UTARA,NIAS BARAT,HILIDUHO
SUMATERA UTARA,NIAS BARAT,IDANO GAWO
SUMATERA UTARA,NIAS BARAT,MA U
SUMATERA UTARA,NIAS BARAT,SOGAE ADU
SUMATERA UTARA,NIAS BARAT,ULUGAWO
SUMATERA SELATAN,LAHAT,GUMAY TALANG
SUMATERA SELATAN,LAHAT,JARAI
SUMATERA SELATAN,LAHAT,KIKIM BARAT
SUMATERA SELATAN,LAHAT,KIKIM SELATAN
SUMATERA SELATAN,LAHAT,KIKIM TENGAH
SUMATERA SELATAN,LAHAT,KIKIM TIMUR
SUMATERA SELATAN,LAHAT,PSEKSU
SUMATERA SELATAN,LAHAT,MERAPI TIMUR
SUMATERA SELATAN,LAHAT,MERAPI BARAT
SUMATERA SELATAN,LAHAT,MULAK ULU
SUMATERA SELATAN,LAHAT,PAGAR GUNUNG
SUMATERA SELATAN,LAHAT,PAJAR BULAN
SUMATERA SELATAN,LAHAT,PULAU PINANG
SUMATERA SELATAN,LAHAT,TANJUNG SAKTI PUMI
SUMATERA SELATAN,LAHAT,TANJUNG SAKTI PUMU
SUMATERA SELATAN,LAHAT,MERAPI SELATAN
SUMATERA SELATAN,LAHAT,MUARA PAYANG
SUMATERA SELATAN,LAHAT,TANJUNG TEBAT
SUMATERA SELATAN,LAHAT,SUKA MERINDU
KEPULAUAN RIAU,LINGGA,SINGKEP
SUMATERA UTARA,BATU BARA,AIR PUTIH
SUMATERA UTARA,BATU BARA,MEDANG DERAS
SUMATERA UTARA,BATU BARA,SEI BALAI
SUMATERA UTARA,BATU BARA,SEI SUKA
SUMATERA UTARA,BATU BARA,TANJUNG TIRAM
NUSA TENGGARA TIMUR,LARANTUKA,LARANTUKA
NUSA TENGGARA TIMUR,LARANTUKA,DEMON PAGONG
NUSA TENGGARA TIMUR,LARANTUKA,ILE BOLENG
NUSA TENGGARA TIMUR,LARANTUKA,ILE BURA
NUSA TENGGARA TIMUR,LARANTUKA,ILE MANDIRI
NUSA TENGGARA TIMUR,LARANTUKA,KELUBAGOLIT
NUSA TENGGARA TIMUR,LARANTUKA,LEWOLEMA
NUSA TENGGARA TIMUR,LARANTUKA,TITEHENA
NUSA TENGGARA TIMUR,LARANTUKA,WITIHAMA
NUSA TENGGARA TIMUR,LARANTUKA,WOTAN ULUMADO
NUSA TENGGARA TIMUR,LARANTUKA,WULANGGITANG
SULAWESI TENGGARA,LABUNGKARI,LAKUDO
SULAWESI TENGGARA,LABUNGKARI,MAWASANGKA TIMUR
SULAWESI TENGGARA,LABUNGKARI,SANGIA MAMBULU
JAWA TIMUR,LAMONGAN,LAMONGAN
JAWA TIMUR,LAMONGAN,SUKODADI
JAWA TIMUR,LAMONGAN,TURI-LMG
JAWA TIMUR,LAMONGAN,DEKET
JAWA TIMUR,LAMONGAN,SARIREJO
JAWA TIMUR,LAMONGAN,GLAGAH-LMG
JAWA TIMUR,LAMONGAN,KALITENGAH
JAWA TIMUR,LAMONGAN,KARANG GENENG
JAWA TIMUR,LAMONGAN,KEMBANGBAHU
JAWA TIMUR,LAMONGAN,MANTUP
JAWA TIMUR,LAMONGAN,PACIRAN
JAWA TIMUR,LAMONGAN,PUCUK
JAWA TIMUR,LAMONGAN,SOLOKURO
JAWA TIMUR,LAMONGAN,SUKORAME
JAWA TIMUR,LAMONGAN,TIKUNG
JAWA TIMUR,LAMONGAN,SEKARAN
JAWA TIMUR,LAMONGAN,SUGIO
JAWA TIMUR,LAMONGAN,SAMBENG
JAWA TIMUR,LAMONGAN,MODO
JAWA TIMUR,LAMONGAN,NGIMBANG
JAWA TIMUR,LAMONGAN,LAREN
JAWA TIMUR,LAMONGAN,KEDUNGPIRING
JAWA TIMUR,LAMONGAN,BABAT
JAWA TIMUR,LAMONGAN,BLULUK
JAWA TIMUR,LAMONGAN,BRONDONG
JAWA TIMUR,LUMAJANG,LUMAJANG
JAWA TIMUR,LUMAJANG,TEKUNG
JAWA TIMUR,LUMAJANG,KEDUNGJAJANG
JAWA TIMUR,LUMAJANG,SENDURO
JAWA TIMUR,LUMAJANG,KUNIR
JAWA TIMUR,LUMAJANG,YOSOWILANGUN
JAWA TIMUR,LUMAJANG,GUCIALIT
JAWA TIMUR,LUMAJANG,KLAKAH
JAWA TIMUR,LUMAJANG,PADANG
JAWA TIMUR,LUMAJANG,PASRUJAMBE
JAWA TIMUR,LUMAJANG,RANDUAGUNG
JAWA TIMUR,LUMAJANG,RANUYOSO
JAWA TIMUR,LUMAJANG,ROWOKANGKUNG
JAWA TIMUR,LUMAJANG,TEMPEH
JAWA TIMUR,LUMAJANG,PASIRIAN
JAWA TIMUR,LUMAJANG,CANDIPURO-LMJ
JAWA TIMUR,LUMAJANG,TEMPURSARI
JAWA TIMUR,LUMAJANG,PROONOJIWO
SUMATERA BARAT,LIMAPULUH KOTA,AKABILURU
SUMATERA BARAT,LIMAPULUH KOTA,SUNGAI GUGUAK
SUMATERA SELATAN,MUARA ENIM,BENAKAT
SUMATERA SELATAN,MUARA ENIM,GELUMBANG
SUMATERA SELATAN,MUARA ENIM,GUNUNG MEGANG
SUMATERA SELATAN,MUARA ENIM,KELEKAR
SUMATERA SELATAN,MUARA ENIM,LEMBAK
SUMATERA SELATAN,MUARA ENIM,LUBAI
SUMATERA SELATAN,MUARA ENIM,MUARA BELIDA
SUMATERA SELATAN,MUARA ENIM,RAMBANG
SUMATERA SELATAN,MUARA ENIM,RAMBANG DANGKU
SUMATERA SELATAN,MUARA ENIM,SEMENDO DARAT LAUT
SUMATERA SELATAN,MUARA ENIM,SEMENDO DARAT TENGAH
SUMATERA SELATAN,MUARA ENIM,SEMENDO DARAT ULU
SUMATERA SELATAN,MUARA ENIM,SUNGAI ROTAN
SUMATERA SELATAN,MUARA ENIM,UJAN MAS-MRN
SUMATERA SELATAN,MUARA ENIM,BELIDA DARAT
SUMATERA SELATAN,MUARA ENIM,BELIMBING-MRN
SUMATERA SELATAN,MUARA ENIM,LUBAI ULU
BENGKULU,MANNA,ULU MANNA
NUSA TENGGARA TIMUR,MAUMERE,ALOK
NUSA TENGGARA TIMUR,MAUMERE,ALOK BARAT
NUSA TENGGARA TIMUR,MAUMERE,ALOK TIMUR
NUSA TENGGARA TIMUR,MAUMERE,DORENG
NUSA TENGGARA TIMUR,MAUMERE,HEWOKLOANG
NUSA TENGGARA TIMUR,MAUMERE,KANGAE
NUSA TENGGARA TIMUR,MAUMERE,KOTING
NUSA TENGGARA TIMUR,MAUMERE,MAGEPANDA
NUSA TENGGARA TIMUR,MAUMERE,MAPITARA
NUSA TENGGARA TIMUR,MAUMERE,NITA
NUSA TENGGARA TIMUR,MAUMERE,TANA WAWO
NUSA TENGGARA TIMUR,MAUMERE,WAIBLAMA
JAWA TIMUR,MOJOSARI,BANGSAL
JAWA TIMUR,MOJOSARI,KUTOREJO
JAWA TIMUR,MOJOSARI,MOJOSARI
JAWA TIMUR,MOJOSARI,NGORO-MOJ
JAWA TIMUR,MOJOSARI,PACET-MOJ
JAWA TIMUR,MOJOSARI,PUNGGING
JAWA TIMUR,MOJOSARI,TRAWAS
JAMBI,MUARA BUNGO,BATHIN II PELAYANG
JAMBI,MUARA BUNGO,BATHIN III
JAMBI,MUARA BUNGO,BATHIN III ULU
JAMBI,MUARA BUNGO,JUJUHAN
JAMBI,MUARA BUNGO,JUJUHAN ILIR
JAMBI,MUARA BUNGO,LIMBUR LUBUK MENGKUANG
JAMBI,MUARA BUNGO,MUKO-MUKO
JAMBI,MUARA BUNGO,PASAR MA.BUNGO
JAMBI,MUARA BUNGO,PELEPAT
JAMBI,MUARA BUNGO,PLEPAT ILIR
JAMBI,MUARA BUNGO,RANTAU PANDAN
JAMBI,MUARA BUNGO,RIMBO TENGAH
JAMBI,MUARA BUNGO,TANAH SEPENGGAL
JAMBI,MUARA BUNGO,TANAH SEPENGGAL LINTAS
JAMBI,MUARA BUNGO,TANAH TUMBUH
NANGGROE ACEH DARUSSALAM,MEUREUDU,MEURAH DUA
NANGGROE ACEH DARUSSALAM,MEUREUDU,BANDAR BARU
NANGGROE ACEH DARUSSALAM,MEUREUDU,PANTE RAJA
NANGGROE ACEH DARUSSALAM,MEUREUDU,TRIENGGADENG
NANGGROE ACEH DARUSSALAM,MEUREUDU,JANGKA BUYA
NANGGROE ACEH DARUSSALAM,MEUREUDU,ULIM
NANGGROE ACEH DARUSSALAM,MEUREUDU,BANDAR DUA
KALIMANTAN SELATAN,MARABAHAN,ALALAK
KALIMANTAN SELATAN,MARABAHAN,ANJIR MUARA
KALIMANTAN SELATAN,MARABAHAN,ANJIR PASAR
KALIMANTAN SELATAN,MARABAHAN,BAKUMPAI
KALIMANTAN SELATAN,MARABAHAN,BARAMBAI
KALIMANTAN SELATAN,MARABAHAN,BELAWANG
KALIMANTAN SELATAN,MARABAHAN,CERBON
KALIMANTAN SELATAN,MARABAHAN,KURIPAN-MRH
KALIMANTAN SELATAN,MARABAHAN,MANDASTANA
KALIMANTAN SELATAN,MARABAHAN,MEKAR SARI
KALIMANTAN SELATAN,MARABAHAN,RANTAU BADAUH
KALIMANTAN SELATAN,MARABAHAN,TABUKAN
KALIMANTAN SELATAN,MARABAHAN,TABUNGANEN
KALIMANTAN SELATAN,MARABAHAN,TAMBAN
KALIMANTAN SELATAN,MARABAHAN,WANARAYA
SULAWESI TENGAH,MOROWALI UTARA,MAMOSALATO
SULAWESI TENGAH,MOROWALI UTARA,MORI UTARA
SULAWESI TENGAH,MOROWALI UTARA,PETASIA
SULAWESI TENGAH,MOROWALI UTARA,PETASIA BARAT
SULAWESI TENGAH,MOROWALI UTARA,PETASIA TIMUR
JAWA BARAT,KUNINGAN,CIGUGUR-KNG
JAWA BARAT,KUNINGAN,CILIMUS
JAWA BARAT,KUNINGAN,DARMA
JAWA BARAT,KUNINGAN,GARAWANGI
JAWA BARAT,KUNINGAN,JALAKSANA
JAWA BARAT,KUNINGAN,KADUGEDE
JAWA BARAT,KUNINGAN,KRAMAT MULYA
JAWA BARAT,KUNINGAN,MANDIRANCAN
JAWA BARAT,KUNINGAN,NUSAHERANG
JAWA BARAT,KUNINGAN,PASAWAHAN-KNG
JAWA BARAT,KUNINGAN,CIGANDAMEKAR
JAWA BARAT,KUNINGAN,CINIRU
JAWA BARAT,KUNINGAN,HANTARA
JAWA BARAT,KUNINGAN,JAPARA
JAWA BARAT,KUNINGAN,PANCALANG
JAWA BARAT,KUNINGAN,SELAJAMBE
JAWA BARAT,KUNINGAN,SUBANG-KNG
JAWA BARAT,KUNINGAN,KALIMANGGIS
JAWA BARAT,KUNINGAN,MALEBER
JAWA BARAT,KUNINGAN,CIPICUNG
JAWA BARAT,KUNINGAN,CIWARU
JAWA BARAT,KUNINGAN,CILEBAK
JAWA BARAT,KUNINGAN,CIMAHI
